ID716,2.62751450640810 
ID717,2.71103291496464 
ID719,2.82831248676054 
ID720,2.91729904523047 
ID721,2.83196253620460 
ID722,2.78097602079460 
ID723,2.86525624286009 
ID724,2.74772605912012 
ID725,2.77089759748627 
ID727,2.81127448464676 
ID728,2.80886572689254 
ID729,3.00385449994993 
ID730,2.85396346019707 
ID731,2.80577089716512 
ID732,2.82544313866961 
ID733,2.70851879533862 
ID734,2.87218722760117 
ID735,2.86894775707189 
ID736,2.72476083817636 
ID737,2.74506430261637 
ID738,2.86892752624199 
ID739,2.69721724255154 
ID740,2.73842655236640 
ID741,2.80610469982189 
ID742,2.69036941974022 
ID743,2.94341233166512 
ID744,2.68016436040452 
ID745,2.80089780464073 
ID746,2.86304811237423 
ID747,2.77582369546858 
ID749,2.91511050216804 
ID751,2.87958615476963 
ID752,2.85039596269073 
ID753,2.82765694725277 
ID757,3.00938565760579 
ID759,2.85462465008612 
ID760,2.85871288516943 
ID761,2.84821698628155 
ID762,2.91188796008062 
ID763,2.88415704764569 
ID764,2.77237183558895 
ID765,2.88935620938247 
ID766,2.78984060220685 
ID768,2.87952653772680 
ID769,2.93126453251116 
ID770,2.87180652686653 
ID771,2.96030887354319 
ID772,2.90014454788121 
ID773,2.93037027048432 
ID774,2.94385288775332 
ID776,2.95839810646251 
ID777,2.95102187061004 
ID778,2.85077257899838 
ID779,2.92176333384449 
ID781,2.94706117408758 
ID783,2.92063613247707 
ID785,2.81730367264344 
ID786,2.73391513728785 
ID787,2.83060502112592 
ID788,2.78781541441192 
ID790,2.72711082628591 
ID792,2.76432825340553 
ID793,2.78273043391661 
ID797,2.79259085396084 
ID798,2.90724842004693 
ID801,2.78791748246311 
ID802,2.77898906479341 
ID803,2.86202932564475 
ID804,3.05116406170143 
ID806,2.74339278330751 
ID807,2.90346724945302 
ID811,2.81071037215553 
ID812,2.78604457307954 
ID813,2.91027860128384 
ID816,2.79840797340166 
ID817,2.91888775878813 
ID818,2.77008702118210 
ID819,2.65081288963836 
ID820,2.70740550416819 
ID821,2.83549919749692 
ID822,2.81243515894320 
ID823,2.84343460164127 
ID824,2.83633893397318 
ID825,2.84471377658552 
ID826,2.83986199834159 
ID833,2.89480641816172 
ID834,2.74770260422816 
ID835,2.86763727806300 
ID838,2.77148449093065 
ID839,2.87509167474511 
ID841,2.79162796877702 
ID844,2.88771054441989 
ID848,2.80401273889980 
ID849,2.77808240060613 
ID850,2.67794136878122 
ID851,2.79293213906134 
ID852,2.81180665264391 
ID853,2.79866868267361 
ID854,2.98341415595612 
ID855,2.84629493452915 
