ID856,2.713870866
ID857,2.713870866
ID858,2.713870866
ID859,2.713870866
ID860,2.713870866
ID861,2.713870866
ID862,2.713870866
ID863,2.713870866
ID864,2.713870866
ID865,2.713870866
ID867,2.713870866
ID869,2.713870866
ID870,2.713870866
ID871,2.713870866
ID872,2.713870866
ID873,2.857035501
ID874,2.713870866
ID875,2.713870866
ID876,2.713870866
ID877,2.713870866
ID878,2.713870866
ID879,2.713870866
ID880,2.713870866
ID881,2.713870866
ID882,2.713870866
ID883,2.713870866
ID884,2.713870866
ID885,2.713870866
ID886,2.713870866
ID887,2.713870866
ID888,2.713870866
ID889,2.713870866
ID890,2.713870866
ID891,2.713870866
ID892,2.713870866
ID893,2.713870866
ID894,2.713870866
ID895,2.713870866
ID896,2.713870866
ID897,2.713870866
ID900,2.713870866
ID901,2.713870866
ID902,2.713870866
ID903,2.713870866
ID904,2.713870866
ID905,2.713870866
ID906,2.713870866
ID907,2.713870866
ID908,2.713870866
ID909,2.713870866
ID910,2.713870866
ID911,2.713870866
ID912,2.713870866
ID915,2.713870866
ID916,2.713870866
ID917,2.713870866
ID918,2.713870866
ID919,2.713870866
ID920,2.713870866
ID923,2.713870866
ID924,2.713870866
ID925,2.713870866
ID926,2.713870866
ID927,2.713870866
ID928,2.713870866
ID929,2.713870866
ID930,2.713870866
ID932,2.713870866
ID934,2.713870866
ID936,2.857035501
ID938,2.713870866
ID939,2.713870866
ID940,2.713870866
ID941,2.713870866
ID942,2.713870866
ID943,2.713870866
ID944,2.894806197
ID945,2.713870866
ID946,2.713870866
ID947,2.713870866
ID948,2.936889333
ID949,3.028062747
ID950,2.936889333
ID951,2.713870866
ID952,2.713870866
ID953,2.713870866
ID954,2.713870866
ID955,2.713870866
ID956,2.713870866
ID957,2.713870866
ID958,2.713870866
ID959,2.713870866
ID960,2.713870866
ID961,2.713870866
ID962,2.713870866
ID963,2.713870866
ID964,2.713870866
ID965,2.713870866
ID966,2.713870866
ID967,2.713870866
ID968,2.713870866
ID969,2.713870866
ID970,2.713870866
ID972,2.713870866
ID973,2.713870866
ID975,2.713870866
ID977,2.713870866
ID978,2.857035501
ID979,2.713870866
ID982,2.713870866
ID984,2.713870866
ID986,2.713870866
ID988,2.713870866
ID989,2.713870866
ID990,2.713870866
ID991,2.713870866
ID992,2.713870866
ID993,2.713870866
ID994,2.713870866
ID995,2.713870866
ID997,2.713870866
